"STOREID","GOLDCODE","ARTICLESTATUS","LV","SV","GoldCode_LV_SV","DESCRIPTION","COMMERCIALCONTRACT","SUPPLIERCODE","SUPPLIERNAME","DIVISION","DEPARTMENT","SUBDEPARTMENT","FAMILY","SUBFAMILY","PLANOGRAM","ATTRIB2","CURRENTSTOCK","FMCGDETENTION","OA","SA","BARCODE","OASTART","OAEND","MAINSUPPLIER","LEVERAGE","RETURNSTOCK","RETURNSTATUS","RETURNSTATUSDATE","FREQUENCY","DESFREQUENCY","DELIVERYPERIOD","COVERDAYS","ORDERMODE","FIXORDERQTY","MINQTY","PRESTOCK","PO","PO_QTY","PODATE","DELIVERYDATE","FREEFREIGHTTHRESHOLD","FREEFREIGHTUNIT","MINORDERFR","MAXORDERFR","UNIT","CATALOGUE","SKU_PU","COEF","ORDERMINPU","PRICELIST","STARTDATEPRICELIST","ENDDATEPRICELIST","COSTPRICE","LV","PURCHASEPRICE","NORMALPRICE","CLEARANCEPRICE","CATALOGUEPRICE","COMPLEMENTPRICE","SALESQTY","STOCKDAY","STOVAL"
"147-MOONLIGHT",="00355211","Active",1,1,="0035521111","SON M.APO SILKY MATTE DO CAM 2.2G","P1520147",="2050005","C.TY TNHH DV TN THANH NGOC","06-HBA AND COSMETIC","0620-BEAUTY CARE","062020-MAKE UP","06202001-LIP","0620200102-COLOR","","",0,"No","Yes","Yes",="8935006536296",21-JUN-22,31-DEC-49,"Yes",,,"","",1,Week,5,,1,,,,="",,,,7000000,121,,200000000,121,"","1","1","",10900147,09-SEP-23,31-DEC-49,125570.2,1,144818,176800,,,,,0,0
"147-MOONLIGHT",="01243714","Active",1,1,="0124371411","KEM TAY LONG VEET DA NHAY CAM 25G","P2520147",="0461009","CONG TY TNHH DKSH VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102004-BODY MOSTURIZER","0610200403-CREAM REMOVER","","",14,"Yes","Yes","Yes",="8850360039460",16-SEP-22,31-DEC-49,"Yes",,,"","",1,Week,5,,4,12,10,,="",,,,5000000,121,,200000000,121,"","41","24","",10900147,16-SEP-22,31-DEC-49,32500,1,32500,38500,,,,1,97,455000
"147-MOONLIGHT",="01409338","Active",1,1,="0140933811","NH CINDY BLOOM SEXY REXY 50ML","P1590147",="1950004","CONG TY MY PHAM SAI GON","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102007-PERFUME","0610200701-01-PERFUME FOR WOMEN","","",,"No","Yes","Yes",="8934662180164",08-NOV-23,31-DEC-49,"Yes",,,"","",1,Week,5,,1,,,,="",,,,2000000,121,,200000000,121,"","1","1","",10900147,08-NOV-23,31-DEC-49,,1,179091,264000,,,,,,
"147-MOONLIGHT",="00410570","Active",1,1,="0041057011","XIT CHONG MUOI SOFFELL H.HOA 80ML","P5070147",="3004817","CTY TNHH PP LIEN HOP DONG DUONG","06-HBA AND COSMETIC","0640-HEALTH CARE","064020-DAILY CARE","06402001-INSECT REPLELANT","0640200101-INSECT REPLELANT","","",53,"Yes","Yes","Yes",="8992772065207",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,1000000,121,,,,"","1","1","",10900147,06-MAY-22,31-DEC-49,29909,1,29909,40000,,,,2,298,1585177
"147-MOONLIGHT",="00132694","Active",0,0,="0013269400","KEM NIVEA 50ML DUONG TRANG TAI TAO NGAY","P2530147",="0461011","CONG TY TNHH DKSH VIET NAM - NIVEA","06-HBA AND COSMETIC","0620-BEAUTY CARE","062010-FACIAL CARE","06201002-FACIAL TREATMENT","0620100201-WHITENING","","",17,"Yes","Yes","Yes",="4005808757589",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Week,5,,4,2,1,,="",,,,200000,121,,100000000,121,"C327(27/12/2023-10/01/2024)","1","1","",10900147,12-MAY-22,31-DEC-49,89176.39,0,99091,125000,,,,,763,1515998.7098622226
"147-MOONLIGHT",="00964141","Active",1,1,="0096414111","ST ROMANO SACH KHUAN CLASSIC 650G","",="","","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105002-BODY CARE","0610500201-LIQUID SOAP","","",7,"Yes","No","Yes",="8935212813020",,,"No",,,"","",,,,,,,,,="",,,,,,,,,"","","","",10900147,21-JUN-23,31-DEC-49,134081.64,,,185900,,,,1,136,938571.48
"147-MOONLIGHT",="00259238","Active",1,1,="0025923811","DG REJOICE SIEU MUOT 900ML","P0670806",="806","SOUTHERN WAREHOUSE","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100103-SOFT SMOOTH","","",26,"Yes","Yes","Yes",="4902430379625",04-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,3,,4,12,10,,="",,,,,,,,,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","6","",20300147,14-DEC-23,26-DEC-23,139269.42,1,,198000,,169900,,1,213,3621004.812783436
"147-MOONLIGHT",="00035951","Active",0,0,="0003595100","KDR P/S BAO VE 123 TRA XANH 180G","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103001-TOOTHPASTE","0610300101-01-ANTI CAVITIES","","",42,"Yes","Yes","Yes",="8934839128098",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,12,10,,="",,,,1500,181,,1000000000,121,"","41","36","",10900147,12-DEC-23,31-DEC-49,28124.4,0,29204,36600,,,,1,312,1181224.9306666662
"147-MOONLIGHT",="01179808","Active",1,1,="0117980811","XBC LUX XANH AQUA 80G ","",="","","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102002-BAR SOAPS","0610200202-BEAUTY SOAP","","",30,"Yes","No","Yes",="8999999527709",,,"No",,,"","",,,,,,,,,="",,,,,,,,,"","","","",20100147,02-DEC-23,31-DEC-23,8500,,,11000,6000,,,,123,255000
"147-MOONLIGHT",="00208763","Active",0,0,="0020876300","KEM PONDS NN.LHOA DEM 50ML","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0620-BEAUTY CARE","062010-FACIAL CARE","06201002-FACIAL TREATMENT","0620100202-ANTI AGEING","","",14,"Yes","Yes","Yes",="8999999059941",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,2,1,,="",,,,1500,181,,1000000000,121,"C327(27/12/2023-10/01/2024)","41","12","",10900147,12-MAY-22,31-DEC-49,215885.93,0,280727,350000,,,,2,181,3022402.951904784
"147-MOONLIGHT",="00856278","Active",1,1,="0085627811","TG BOBBY STHAM KHO THOANG XL62","Q1540147",="2250102","CN CTY CP DIANA UNICHARM","06-HBA AND COSMETIC","0630-BABY CARE","063020-BABY DIAPERS","06302001-DIAPERS","0630200104-EXTRA LARGE","","",7,"Yes","Yes","Yes",="8934755030574",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,2,1,,="",,,,25000000,121,,400000000,121,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","4","",10900147,31-AUG-23,31-DEC-49,259175.43,1,297593,292900,,,,,166,1814227.990880683
"147-MOONLIGHT",="00919139","Active",1,1,="0091913911","ST SENKA DUONG AM H.HONG &D.HUONG 500ML","P2250147",="3005759","CTY TNHH FT VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102001-LIQUID SOAPS","0610200105-IMPORTED","","",16,"Yes","Yes","Yes",="4901872443758",04-JAN-23,31-DEC-49,"Yes",,,"","",1,Week,5,,4,12,10,,="",,,,200000,121,,,,"","41","9","",10900147,09-DEC-23,31-DEC-49,137335,1,142955,183200,,,,,327,2197360
"147-MOONLIGHT",="01405098","Active",1,1,="0140509811","BONG TAY TRANG MY COMFORT 120M","P4040147",="3006117","CTY CP DAU TU SX & CN GIA LINH","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204006-COTTON","0620400602-COTTON PADS","","",,"No","Yes","Yes",="8697975143645",25-OCT-23,31-DEC-49,"Yes",,,"","",1,Week,7,,15,,,2,="",,,,1000000,121,,,,"C326(14/12/2023-26/12/2023)","41","36","",10900147,24-NOV-23,31-DEC-49,,1,34364,41900,,,,,,
"147-MOONLIGHT",="00035519","Active",0,0,="0003551900","DG PANTENE TRI GAU 650G","P0670806",="806","SOUTHERN WAREHOUSE","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100102-ANTI-DAMAGE","","",33,"Yes","Yes","Yes",="4902430467810",04-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,3,,4,12,10,,="",,,,,,,,,"C327(27/12/2023-10/01/2024)","41","6","",10900147,21-SEP-23,31-DEC-49,112955.78,0,,161600,,,,1,253,3727540.862830554
"147-MOONLIGHT",="00247799","Active",1,1,="0024779911","TH36 TAM BONG HANA T. GO H TRON 200C","Q3010147",="3000293","CTY CP TM IMEXCO VIET NAM","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204006-COTTON","0620400601-COTTON BUDS","","",0,"No","Yes","Yes",="8938504294637",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,2,1,,="",,,,2000000,121,,50000000,121,"C326(14/12/2023-26/12/2023)","41","36","",10900147,19-AUG-23,31-DEC-23,19800,1,19800,24300,,,,,0,0
"147-MOONLIGHT",="01276939","Active",1,1,="0127693911","SERUM GARNIER GIAM MUN MO THAM 30ML","P2270147",="3005903","CONG TY TNHH LOREAL VIET NAM","06-HBA AND COSMETIC","0620-BEAUTY CARE","062010-FACIAL CARE","06201002-FACIAL TREATMENT","0620100204-ANTI-ACNE","","",0,"No","Yes","Yes",="8994993018390",13-SEP-23,31-DEC-49,"Yes",,,"","",1,Week,3,,15,,,2,="",,,,200000,121,,,,"C401(11/01/2024-24/01/2024)","1","1","",10900147,29-APR-23,31-DEC-49,203202.22,1,257218,329000,,,,,0,0
"147-MOONLIGHT",="00954676","Active",1,1,="0095467611","DX TRESEMME SALON REBOND 620G","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101002-COND. AND TREATMENT","0610100201-CONDITIONERS","","",23,"Yes","Yes","Yes",="8934868146674",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,12,10,,="",,,,1500,181,,1000000000,121,"C327(27/12/2023-10/01/2024)","41","8","",10900147,02-DEC-23,31-DEC-49,126715.5,1,189000,231000,,,,,149,2914456.401335681
"147-MOONLIGHT",="00817303","Active",1,1,="0081730311","BO KDR_BCDR COLGATE MAXFRESH TRA XANH 225G","P2510147",="0350005","CTY TNHH COLGATE PALMOLIVE VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103001-TOOTHPASTE","0610300105-FRESHMINT","","",62,"Yes","Yes","Yes",="8850006932346",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,8000000,121,,200000000,121,"C401(11/01/2024-24/01/2024)","41","36","",10900147,04-JUL-23,31-DEC-49,33576.09,1,39591,48000,,,,2,249,2081717.4630794142
"147-MOONLIGHT",="01016024","Active",1,1,="0101602411","ST ENCHANTEUR NATURELLE IRIS 510G","P0020147",="2150005","CONG TY TNHH WIPRO CONSUMER CARE VN","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102001-LIQUID SOAPS","0610200103-FRAGRANCE","","",43,"Yes","Yes","Yes",="8935212807265",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,8,,4,12,10,,="",,,,200000,121,,200000000,121,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","12","",10900147,22-JUN-23,31-DEC-49,96048.02,1,127273,161400,,,,,357,4130064.8584363652
"147-MOONLIGHT",="00035027","Active",0,0,="0003502700","DX PANTENE S.MUOT ONG A 300ML","610YV000",="820T","HELLO BEAUTY WAREHOUSE TRANSFER","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101002-COND. AND TREATMENT","0610100201-CONDITIONERS","","",15,"Yes","Yes","Yes",="4902430790581",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,7,,4,12,10,,="",,,,,,,,,"","1","1","",10900147,01-MAR-23,31-DEC-49,62588.82,0,48636,93200,,,,,292,938832.348863637
"147-MOONLIGHT",="00303309","Active",1,1,="0030330911","TAM BONG NIVA T. NHUA AH2 200C","P2560147",="3000907","CONG TY CO PHAN DILIGO HOLDINGS","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204006-COTTON","0620400601-COTTON BUDS","","",13,"Yes","Yes","Yes",="8938500579684",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,200000,121,,50000000,121,"C327(27/12/2023-10/01/2024),C401(11/01/2024-24/01/2024)","41","36","",10900147,19-AUG-23,31-DEC-23,20810.43,4,21230,29800,,,,1,78,270535.6521739131
"147-MOONLIGHT",="00274899","Active",1,1,="0027489911","NRT LIFEBUOY CHANH KHU MUI 450G","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102008-HAND SOAPS","0610200801-01- MEDICATED","","",20,"Yes","Yes","Yes",="8934868179962",04-JUN-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,12,10,,="",,,,1500,181,,1000000000,121,"C327(27/12/2023-10/01/2024)","41","12","",10900147,21-DEC-23,31-DEC-49,56878.11,6,56091,72700,,,,1,44,1137562.286502146
"147-MOONLIGHT",="01405101","Active",1,1,="0140510111","TAM BONG IKAMI BABY DAU THUONG 200C","P4040147",="3006117","CTY CP DAU TU SX & CN GIA LINH","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204006-COTTON","0620400601-COTTON BUDS","","",,"No","Yes","Yes",="8936080880053",25-OCT-23,31-DEC-49,"Yes",,,"","",1,Week,7,,15,,,2,="",,,,1000000,121,,,,"C401(11/01/2024-24/01/2024)","41","36","",10900147,14-OCT-23,31-DEC-49,,1,26182,31900,,,,,,
"147-MOONLIGHT",="01241477","Active",1,1,="0124147711","LUOI DCR GILLETTE FLEXI VIBE 2S","P0670806",="806","SOUTHERN WAREHOUSE","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105003-FACIAL CARE","0610500302-SHAVING","PLANO","",14,"Yes","Yes","Yes",="4987176121998",04-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,3,,1,,,,="",,,,,,,,,"","41","12","",10900147,03-AUG-23,31-DEC-49,24417.91,1,,31300,,,,1,126,341850.775
"147-MOONLIGHT",="01274964","Active",1,1,="0127496411","DG ROMANO GEN Z SEA BREEZE 610G","PROMO",="2150005","CONG TY TNHH WIPRO CONSUMER CARE VN","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105001-HAIR CARE","0610500101-01-SHAMPOO","","",3,"Yes","Yes","Yes",="8935212813389",17-MAY-23,31-DEC-49,"No",,,"","",1,Day,10,,1,,,,="",,,,,,,,,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","12","",20300147,14-DEC-23,26-DEC-23,138091,1,138091,180000,,122600,,,43,414273
"147-MOONLIGHT",="01250023","Active",1,1,="0125002311","TG ROMANO 2IN1 VIP VISION 830G","P0020147",="2150005","CONG TY TNHH WIPRO CONSUMER CARE VN","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105002-BODY CARE","0610500201-LIQUID SOAP","PLANO","",15,"Yes","Yes","Yes",="8935212812955",26-OCT-22,31-DEC-49,"Yes",,,"","",1,Day,8,,1,,,,="",,,,200000,121,,200000000,121,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","12","",20500147,21-DEC-23,02-JAN-24,113442.19,1,187000,239900,,,225000,1,214,1701632.800000005
"147-MOONLIGHT",="00992005","Active",1,1,="0099200511","DG JB CHAC KHOE CHO BE GAI 500ML","Q1790147",="3002740","CTY TNHH DKSH VIET NAM","06-HBA AND COSMETIC","0630-BABY CARE","063010-BABY SKIN CARE","06301002-KID SKIN CARE","0630100201-KID SHAMPOO","","",34,"Yes","Yes","Yes",="4801010525202",07-SEP-22,31-DEC-49,"Yes",,,"","",1,Day,6,,4,12,10,,="",,,,200000,121,,100000000,121,"","41","12","",10900147,17-AUG-22,31-DEC-49,103909,1,103909,126500,,,,1,670,3532906
"147-MOONLIGHT",="00431133","Active",1,1,="0043113311","XB ENCHANTEUR SENSATION 90G","P0020147",="2150005","CONG TY TNHH WIPRO CONSUMER CARE VN","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102002-BAR SOAPS","0610200202-BEAUTY SOAP","","",16,"Yes","Yes","Yes",="8935212805506",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,8,,4,12,10,,="",,,,200000,121,,200000000,121,"","41","120","",10900147,06-MAY-22,31-DEC-49,15558.13,1,17091,22000,,,,2,165,248930.050492976
"147-MOONLIGHT",="01011381","Active",1,1,="0101138111","NTT DANH CHO DA DAU REVITALIFT CRYSTAL 400ML","P1510147",="1229058","CTY TNHH L'OREAL VIET NAM","06-HBA AND COSMETIC","0620-BEAUTY CARE","062010-FACIAL CARE","06201001-FACIAL CLEANSER","0620100102-MAKE UP REMOVER","","",18,"Yes","Yes","Yes",="6923700981476",10-SEP-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,200000000,121,"","41","6","",10900147,03-AUG-23,31-DEC-49,210309,1,210309,263700,,,,,504,3785562
"147-MOONLIGHT",="01241469","Active",1,1,="0124146911","NSM LISTERINE TOTAL CARE SENSITIVE 750ML","Q1790147",="3002740","CTY TNHH DKSH VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103003-MOUTH AND DENTAL","0610300303-03-MOUTHWASH","PLANO","",28,"Yes","Yes","Yes",="8850007816645",24-FEB-23,31-DEC-49,"Yes",,,"","",1,Day,6,,4,12,10,,="",,,,200000,121,,100000000,121,"C401(11/01/2024-24/01/2024)","41","12","",10900147,23-MAR-23,31-DEC-49,143012.9,1,153000,186900,,,,1,259,4004361.290322568
"147-MOONLIGHT",="00869884","Active",1,1,="0086988411","BVS DIANA SENSI NIGHT COOL 29CM 4M","Q1540147",="2250102","CN CTY CP DIANA UNICHARM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061040-FEMININE AND HYGIEN","06104003-NIGHT","0610400302-02-NON WOVEN","","",14,"Yes","Yes","Yes",="8934755010415",26-JUN-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,25000000,121,,400000000,121,"","41","48","",10900147,01-JUL-23,31-DEC-49,15078.44,1,15545,18300,,,,8,13,211098.091393
"147-MOONLIGHT",="00282184","Active",1,1,="0028218411","SRM NIVEA NAM EX.WHITE DETOX MUD 100G","P2530147",="0461011","CONG TY TNHH DKSH VIET NAM - NIVEA","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105003-FACIAL CARE","0610500301-CLEANSER","","",23,"Yes","Yes","Yes",="4005808823918",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Week,5,,4,12,10,,="",,,,200000,121,,100000000,121,"C401(11/01/2024-24/01/2024)","1","1","",10900147,01-AUG-23,31-DEC-49,55303.74,1,64545,80300,,,,1,188,1271986.0469579941
"147-MOONLIGHT",="00883460","Active",1,1,="0088346011","LO2 BCDR P/S MUOI DA HIMALAYA","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103002-TOOTHBRUSHES","0610300202-02-SOFT BRUSH","","",49,"Yes","Yes","Yes",="8934839128456",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,12,10,,="",,,,1500,181,,1000000000,121,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","36","",20500147,21-DEC-23,02-JAN-24,33836.72,1,38343,46000,,,44900,,138,1657999.4964720775
"147-MOONLIGHT",="01011086","Active",1,1,="0101108611","GEL TAM MEN.O.LOGY TAKE CHANCE 630ML","",="","","06-HBA AND COSMETIC","0610-PERSONAL CARE","061050-MEN CARE","06105002-BODY CARE","0610500201-LIQUID SOAP","","",5,"Yes","No","Yes",="8936065075375",,,"No",,,"","",,,,,,,,,="",,,,,,,,,"","","","",10900147,06-MAY-22,31-DEC-49,142364,,,179900,,,,,648,711820
"147-MOONLIGHT",="00365137","Active",1,1,="0036513711","BONG TAM SISAL BODY&MIND","P1550147",="0250216","CTY TNHH B.P.V","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204002-BATH ACCESS","0620400203-BATH BRUSH","","",,"No","Yes","Yes",="8936056390210",04-JUN-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,50000000,121,"","41","1","",10900147,19-AUG-23,31-DEC-23,,1,31909,38300,,,,,,
"147-MOONLIGHT",="01244807","Active",1,1,="0124480711","LO3 NUOC BLOSSOMY PREMIUM THAO DUOC 50ML","P1520147",="2050005","C.TY TNHH DV TN THANH NGOC","06-HBA AND COSMETIC","0640-HEALTH CARE","064010-VITAMINE AND SUPPLEMENTS","06401001-WOMAN","0640100101-COLLAGEN","PLANO","",6,"Yes","Yes","Yes",="8935006542808",28-SEP-22,31-DEC-49,"Yes",,,"","",1,Week,5,,1,,,,="",,,,7000000,121,,200000000,121,"C327(27/12/2023-10/01/2024)","41","6","",10900147,03-AUG-23,31-DEC-49,208912.48,1,213176,298000,,,,,0,1253474.88
"147-MOONLIGHT",="00774918","Active",1,1,="0077491811","BCDR JORDAN ULTRA SOFT","P2520147",="0461009","CONG TY TNHH DKSH VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103002-TOOTHBRUSHES","0610300202-02-SOFT BRUSH","","",29,"Yes","Yes","Yes",="7046110079010",19-JUL-22,31-DEC-49,"Yes",,,"","",1,Week,5,,4,12,10,,="",,,,5000000,121,,200000000,121,"C401(11/01/2024-24/01/2024)","41","48","",10900147,01-JUL-23,31-DEC-49,22398.33,1,26700,32900,,,,1,138,649551.6666666657
"147-MOONLIGHT",="00073307","Active",0,0,="0007330700","NRT LIFEBUOY 180G BAC BAO VE","P0010147",="1250016","CTY TNHH QUOC TE UNILEVER VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102008-HAND SOAPS","0610200801-01- MEDICATED","","",348,"Yes","Yes","Yes",="8934868155324",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,4,,4,12,10,,="",,,,1500,181,,1000000000,121,"","41","36","",10900147,14-NOV-23,31-DEC-49,27900.13,0,28455,34700,,,,1,142,9709245.0375191928
"147-MOONLIGHT",="01016298","Active",1,1,="0101629811","DG PALMOLIVE NATURALS SUON MUOT 600ML","P2510147",="0350005","CTY TNHH COLGATE PALMOLIVE VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101001-SHAMPOO","0610100105-FAMILY","","",6,"Yes","Yes","Yes",="8850006930502",10-DEC-22,31-DEC-49,"Yes",,,"","",1,Day,5,,4,12,10,,="",,,,8000000,121,,200000000,121,"","41","6","",10900147,19-DEC-23,31-DEC-49,89909,1,89909,117800,,,,,43,539454
"147-MOONLIGHT",="00944153","Active",1,1,="0094415311","LO XO COT TOC KAWAII CHAM BI","P3880147",="3004230","CTY TNHH SX TM PHAT TRIEN HAN THINH","06-HBA AND COSMETIC","0620-BEAUTY CARE","062040-ACCESSORIES","06204003-HAIRCARE ACCESS","0620400303-PONEY TAILS HOLDERS","","",,"No","Yes","Yes",="8936176841487",04-JUN-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,,,"","41","12","",10900147,19-AUG-23,31-DEC-23,,1,15545,19100,,,,,,
"147-MOONLIGHT",="00760639","Active",1,1,="0076063911","DX PANTENE NHAT CSHT CSAU 400G","P0670806",="806","SOUTHERN WAREHOUSE","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101002-COND. AND TREATMENT","0610100201-CONDITIONERS","","",27,"Yes","Yes","Yes",="4902430754590",04-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,3,,4,12,10,,="",,,,,,,,,"C326(14/12/2023-26/12/2023),C401(11/01/2024-24/01/2024)","41","9","",20500147,21-DEC-23,02-JAN-24,94976.34,1,,172800,,,151200,,446,2564361.1105405398
"147-MOONLIGHT",="00834535","Active",1,1,="0083453511","MN RAINBOW L'AFFAIR HONEY 25ML","PROMO",="3002978","CONG TY TNHH RAINBOW COSMETICPROMOS","06-HBA AND COSMETIC","0620-BEAUTY CARE","062010-FACIAL CARE","06201003-MASKS","0620100302-PAD","","",0,"No","Yes","Yes",="8809381691683",30-JUN-22,31-DEC-49,"No",,,"","",1,Day,10,,1,,,,="",,,,,,,,,"C327(27/12/2023-10/01/2024)","41","10","",10900147,02-AUG-23,31-DEC-49,10432.11,1,,19600,,,,,,0
"147-MOONLIGHT",="00356822","Active",1,1,="0035682211","TNT LOREAL NAU TIM A.DO 172ML","P1510147",="1229058","CTY TNHH L'OREAL VIET NAM","06-HBA AND COSMETIC","0610-PERSONAL CARE","061010-HAIR CARE","06101004-HAIR COLORING","0610100401-PERMANENT COLOR","","",,"No","Yes","Yes",="8991380404262",14-SEP-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,200000000,121,"","41","3","",10900147,25-MAR-23,31-DEC-49,,1,155582,199000,,,,,,
"147-MOONLIGHT",="00361944","Active",1,1,="0036194411","LKM ENCH SENSATION 50ML","P0020147",="2150005","CONG TY TNHH WIPRO CONSUMER CARE VN","06-HBA AND COSMETIC","0610-PERSONAL CARE","061020-BATH AND BODY","06102006-DEODORANT","0610200601-ROLL ON AND STICK WOMEN","","",20,"Yes","Yes","Yes",="8935212804967",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,8,,1,,,,="",,,,200000,121,,200000000,121,"","1","1","",10900147,06-MAY-22,31-DEC-49,64680,1,67909,83000,,,,1,560,1293600
"147-MOONLIGHT",="00563833","Active",1,1,="0056383311","BVS D.CARE BAN DEM 33.8CM 3M","Q1800147",="3002811","CN CTY TNHH QUOC TE DOCTOR CARE VN","06-HBA AND COSMETIC","0610-PERSONAL CARE","061040-FEMININE AND HYGIEN","06104003-NIGHT","0610400301-01-PE PADS","","",,"No","Yes","Yes",="850014173012",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,200000,121,,50000000,121,"","1","1","",10900147,01-JUL-23,31-DEC-49,,1,15055,17200,,,,,,
"147-MOONLIGHT",="00951210","Active",1,1,="0095121011","BCDR ORAL-B CROS.CHARCOAL 1S","P0670806",="806","SOUTHERN WAREHOUSE","06-HBA AND COSMETIC","0610-PERSONAL CARE","061030-ORAL CARE","06103002-TOOTHBRUSHES","0610300202-02-SOFT BRUSH","","",31,"Yes","Yes","Yes",="4902430853736",04-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,3,,4,12,10,,="",,,,,,,,,"","41","6","",10900147,01-JUL-23,31-DEC-49,33586.28,1,,43300,,,,,294,1041174.8273583078
