"STOREID","GOLDCODE","ARTICLESTATUS","LV","SV","GoldCode_LV_SV","DESCRIPTION","COMMERCIALCONTRACT","SUPPLIERCODE","SUPPLIERNAME","DIVISION","DEPARTMENT","SUBDEPARTMENT","FAMILY","SUBFAMILY","PLANOGRAM","ATTRIB2","CURRENTSTOCK","FMCGDETENTION","OA","SA","BARCODE","OASTART","OAEND","MAINSUPPLIER","LEVERAGE","RETURNSTOCK","RETURNSTATUS","RETURNSTATUSDATE","FREQUENCY","DESFREQUENCY","DELIVERYPERIOD","COVERDAYS","ORDERMODE","FIXORDERQTY","MINQTY","PRESTOCK","PO","PO_QTY","PODATE","DELIVERYDATE","FREEFREIGHTTHRESHOLD","FREEFREIGHTUNIT","MINORDERFR","MAXORDERFR","UNIT","CATALOGUE","SKU_PU","COEF","ORDERMINPU","PRICELIST","STARTDATEPRICELIST","ENDDATEPRICELIST","COSTPRICE","LV","PURCHASEPRICE","NORMALPRICE","CLEARANCEPRICE","CATALOGUEPRICE","COMPLEMENTPRICE","SALESQTY","STOCKDAY","STOVAL"
"147-MOONLIGHT",="00904417","Active",1,1,="0090441711","THU BONG HINH CON CHUOT 20CM ","C0190147",="3001385","CTY TNHH THU NHOI BONG DIEM TRUC","02-HOME LINE","0230-LEISURE","023010-TOYS","02301005-PLUSH TOY","0230100502-ANIMAL PLUSH TOY","","",0,"No","Yes","Yes",="8936090029725",22-OCT-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,50000000,121,"","1","1","",10900147,22-OCT-22,31-DEC-49,32000,1,32000,49900,,,,,,0
"147-MOONLIGHT",="00973099","Active",1,1,="0097309911","GCP02-26IH_CHAO VAN DA 26CM (GREY)","A8380147",="3004814","CTY TNHH GREEN COOK","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101001-COOKWARE","0210100105-FRYING PAN","","",,"No","Yes","Yes",="8936146120055",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,,,"","41","6","",10900147,12-OCT-23,31-DEC-49,,1,197455,349000,,,,,,
"147-MOONLIGHT",="01405546","Active",1,1,="0140554611","DAY KIM TUYEN LC2023ML03","C0520147",="3004554","CTY TNHH DT VA PT TAN DINH HAO","02-HOME LINE","0230-LEISURE","023060-SEASONAL","02306003-CHRISTMAS","0230600302-CHRISTMAS DECORATION","","SEASONAL;",12,"Yes","Yes","Yes",="8935293623259",02-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,,,"","1","1","",20500147,15-DEC-23,26-DEC-23,22500,1,22500,39900,,,25000,3,42,270000
"147-MOONLIGHT",="01264382","Active",1,1,="0126438211","PP - KHAN TAM X115 SOC NGANG 91X167CM 600G","B0030147",="3001350","TONG CTY CP PHONG PHU","02-HOME LINE","0220-HOME FURNISHING","022020-BATHROOM","02202001-TOWELS","0220200101-LOT OF TOWELS","","SEASONAL;",,"No","Yes","Yes",="8934976310707",15-FEB-23,31-DEC-49,"Yes",,,"","",1,Day,10,,1,,,,="",,,,5000000,121,,,,"","1","1","",20500147,10-AUG-23,31-DEC-23,,1,159000,,,,199000,,,
"147-MOONLIGHT",="00817372","Active",1,1,="0081737211","TM INOX-VI HAP BE CESTAVAPOR","B0580147",="3006080","CTY TNHH SX GIA DUNG TUYET MAI","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100311-STEAMERS","","",,"No","Yes","Yes",="8936086241414",23-SEP-23,31-DEC-49,"No",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","1","1","",20500147,14-DEC-23,26-DEC-23,,1,49500,79900,,,59000,,,
"147-MOONLIGHT",="01405540","Active",1,1,="0140554011","COMBO TRANG TRI NOEL LON","C0610147",="3005981","CTTNHHSX DAU TU XNK LIEN HIEP THANH","02-HOME LINE","0230-LEISURE","023060-SEASONAL","02306003-CHRISTMAS","0230600302-CHRISTMAS DECORATION","","SEASONAL;",,"No","Yes","Yes",="8936056056918",02-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","1","1","",20500147,15-DEC-23,26-DEC-23,,1,474300,799000,,,513000,,,
"147-MOONLIGHT",="00760611","Active",1,1,="0076061111","KEO VAN PHONG 8 INCH FO-SC05","E0240147",="2050010","CTY TNHH TMDV THIEN LONG HOAN CAU","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502006-OFFICE SUPPLY","0250200611-OFFICE ACCESSORIES","","",13,"Yes","Yes","Yes",="8935219480126",08-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,08-AUG-23,31-DEC-49,25060,1,25060,39900,,,,,87,325780
"147-MOONLIGHT",="01012444","Active",1,1,="0101244411","RO-26*36*9-MICRON NAU-5192","A0100147",="1000858","CTY TNHH MTV TM TRUNG PHUC","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101002-KITCHEN STORAGE","0210100205-PLASTIC BASKET","","",,"No","Yes","No",="8851251051929",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,50000000,121,"","41","12","",,,,,1,50000,,,,,,,
"147-MOONLIGHT",="00376033","Active",1,1,="0037603311","VA CANH NHO INOX ( TL-01 )","A0260147",="3000364","CONG TY TNHH MTV SX TM DV BEP XINH","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100307-LADLE & SPATULAS","","",,"No","Yes","Yes",="8936074414424",27-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,50000000,121,"","41","10","",10900147,06-MAY-22,31-DEC-49,,1,46823,59000,,,,,,
"147-MOONLIGHT",="00356100","Active",1,1,="0035610011","BINH TRA 1800ML AS-180","B0580147",="3006080","CTY TNHH SX GIA DUNG TUYET MAI","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102002-DRINKING WARE","0210200219-COFFEE/TEA POT SET","","",,"No","Yes","Yes",="8936086246167",16-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","41","10","",10900147,08-JUL-23,31-DEC-49,,1,118800,196200,,,,,,
"147-MOONLIGHT",="01396355","Active",1,1,="0139635511","THU BONG GIAY NOEL 30CM","C0630147",="3006091","CTY TNHH DO CHOI TRE EM BICH NGAN","02-HOME LINE","0230-LEISURE","023060-SEASONAL","02306003-CHRISTMAS","0230600305-CHRISTMAS PLUSH","","",,"No","Yes","Yes",="8936222750114",02-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,2000000,121,,,,"","1","1","",20500147,15-DEC-23,26-DEC-23,,1,61750,99900,,,67000,,,
"147-MOONLIGHT",="00758438","Active",1,1,="0075843811","VOT MUOI DIEN QUANG DQ EMR04 WP (TRANG-TIM)","D0140147",="3000444","CONG TY CO PHAN TAP DOAN DIEN QUANG","02-HOME LINE","0240-HOME IMPROVEMENT","024040-ELECTRIC & LIGHTING","02404005-BUG KILLER","0240400501-BUG KILLER BAT","","",1,"Yes","Yes","Yes",="8934578750079",29-SEP-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,50000000,121,"","1","1","",10900147,10-OCT-23,31-DEC-49,89854.25,1,90639,140000,,,,,13,89854.2467532468
"147-MOONLIGHT",="01257655","Active",1,1,="0125765511","GAU OM TIM 35CM","C0190147",="3001385","CTY TNHH THU NHOI BONG DIEM TRUC","02-HOME LINE","0230-LEISURE","023010-TOYS","02301005-PLUSH TOY","0230100502-ANIMAL PLUSH TOY","","",,"No","Yes","Yes",="8936090031933",10-DEC-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,50000000,121,"","1","1","",10900147,10-DEC-22,31-DEC-49,,1,100000,199000,,,,,,
"147-MOONLIGHT",="01247524","Active",1,1,="0124752411","NGUOI TUYET DUNG","C0190147",="3001385","CTY TNHH THU NHOI BONG DIEM TRUC","02-HOME LINE","0230-LEISURE","023060-SEASONAL","02306003-CHRISTMAS","0230600305-CHRISTMAS PLUSH","","",,"No","Yes","Yes",="8936090031643",02-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,50000000,121,"","1","1","",20500147,15-DEC-23,26-DEC-23,,1,36000,59900,,,38000,,,
"147-MOONLIGHT",="00293149","Active",1,1,="0029314911","MAU NUOC WACO 03 (8 MAU)","E0240147",="2050010","CTY TNHH TMDV THIEN LONG HOAN CAU","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502003-DRAWING & ART","0250200304-WATERCOLOR & ACC","","",46,"Yes","Yes","Yes",="8935001840244",19-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,08-AUG-23,31-DEC-49,37900,1,38540,64900,,,,,452,1743400
"147-MOONLIGHT",="00234048","Active",0,0,="0023404800","ONG DAT DAO VUONG","A1210147",="1450271","CTY TNHH NHUA TU LAP","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101003-KITCHEN TOOL","0210100319-KNIFE HOLDER & KNIFE ACC","","",,"No","Yes","Yes",="8936039275916",27-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,9,,1,,,,="",,,,3000000,121,,50000000,121,"","41","50","",10900147,09-JUL-23,31-DEC-49,,0,17500,19900,,,,,,
"147-MOONLIGHT",="01282029","Active",1,1,="0128202911","NOI CD 20CM DAY BY DAY TEFAL DAY TU","A1930147",="3005940","CTY CO PHAN GROUPE SEB VIET NAM","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101001-COOKWARE","0210100102-ALUMINUM POT","","",,"No","Yes","Yes",="3168430317697",01-JUN-23,31-DEC-49,"Yes",,,"","",1,Day,10,,1,,,,="",,,,5000000,121,,,,"","1","1","",20500147,29-NOV-23,26-DEC-23,,1,385527,599000,,,379000,,,
"147-MOONLIGHT",="00437897","Active",1,1,="0043789711","DO DUNG BAN CHAI-CON GAU","A0660147",="3003925","CTY TNHH SX XNK GIA DUNG TUYET MAI","02-HOME LINE","0220-HOME FURNISHING","022020-BATHROOM","02202002-BATHROOM DECORATION","0220200208-TOOTHBRUSH HOLDER","","",0,"No","Yes","Yes",="6947791605059",27-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,,,"","41","24","",10900147,09-JUL-23,31-DEC-49,30800,1,30800,50000,,,,,0,0
"147-MOONLIGHT",="01255420","Active",4,4,="0125542044","QP-KHAN BHN3 50X100 150G-VE","B0080147",="3000582","CTY CO PHAN DET GIA DUNG PHONG PHU","02-HOME LINE","0220-HOME FURNISHING","022020-BATHROOM","02202001-TOWELS","0220200101-LOT OF TOWELS","","",,"No","Yes","Yes",="8934976307493",22-NOV-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,4000000,121,,200000000,121,"","1","1","",20500147,13-DEC-23,25-DEC-23,,4,36000,,,,49000,,,
"147-MOONLIGHT",="00987085","Active",1,1,="0098708511","P-NM-LO 5 DUA INOX VCC MS0779","B0580147",="3006080","CTY TNHH SX GIA DUNG TUYET MAI","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102003-CUTLERY - TABLEWARE ACC","0210200302-WOODEN CHOPSTICK","","",30,"Yes","Yes","Yes",="2300002833919",16-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","41","20","",20500147,14-DEC-23,26-DEC-23,138070.59,2,144000,249900,,,179000,1,452,4142117.64705882
"147-MOONLIGHT",="00561861","Active",1,1,="0056186111","CHERRY-THAU INOX ĐB 24CM","B0480147",="3004959","CTY TNHH MTV XNK TM DV HUNG THUY","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101002-KITCHEN STORAGE","0210100204-STAINLESS BASIN","","",,"No","Yes","Yes",="8936054484928",11-MAY-22,31-DEC-49,"No",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","10","",10900147,01-SEP-23,31-DEC-49,,1,43200,65000,,,,,,
"147-MOONLIGHT",="00975198","Active",1,1,="0097519811","O CAM XOAY DQ ESK RT 63RW 6L3C-DO TRANG","D0140147",="3000444","CONG TY CO PHAN TAP DOAN DIEN QUANG","02-HOME LINE","0240-HOME IMPROVEMENT","024040-ELECTRIC & LIGHTING","02404002-SOCKET","0240400201-ELECTRIC SOCKET","","",,"No","Yes","Yes",="8934578980087",23-DEC-22,31-DEC-49,"No",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,50000000,121,"","1","1","",20500147,13-DEC-23,26-DEC-23,,1,75600,120000,,,89000,,,
"147-MOONLIGHT",="01012445","Active",1,1,="0101244511","RO-24*35*14-MICRON NAU-5193","A0100147",="1000858","CTY TNHH MTV TM TRUNG PHUC","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101002-KITCHEN STORAGE","0210100205-PLASTIC BASKET","","",,"No","Yes","No",="8851251051936",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,50000000,121,"","41","12","",,,,,1,59000,,,,,,,
"147-MOONLIGHT",="00229277","Active",0,0,="0022927700","LO 2 BUT BUTTER GEL B01 - B MASTER","E0240147",="2050010","CTY TNHH TMDV THIEN LONG HOAN CAU","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502001-WRITING MATERIAL","0250200101-PEN","","",17,"Yes","Yes","Yes",="8935001850670",08-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,08-AUG-23,31-DEC-49,9360,0,10400,16900,,,,1,84,159120
"147-MOONLIGHT",="00961456","Active",1,1,="0096145611","NOI INOX 3 LOP DAY LIEN TRI-MAX XS EL-3748 24CM","A8410147",="3004953","CTY CP ELMICH","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101001-COOKWARE","0210100101-STAINLESS POT","","",,"No","Yes","Yes",="8595249137485",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","6","",10900147,06-MAY-22,31-DEC-49,,1,845750,1209000,,,,,,
"147-MOONLIGHT",="01380694","Active",1,1,="0138069411","COMBO 2 NIA INOX LON TW13-C20","B0580147",="3006080","CTY TNHH SX GIA DUNG TUYET MAI","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102003-CUTLERY - TABLEWARE ACC","0210200304-FORK","","",,"No","Yes","Yes",="6970209291698",16-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","41","20","",20500147,14-DEC-23,26-DEC-23,,1,43200,69900,,,52000,,,
"147-MOONLIGHT",="01258091","Active",1,1,="0125809111","TUI LUC LAC HT7553","C0530147",="3004902","CTY TNHH MTV TM XD HOANG THU","02-HOME LINE","0230-LEISURE","023010-TOYS","02301006-MIXED TOYS","0230100602-INSTRUMENT MUSICAL","","",,"No","Yes","Yes",="8936075214375",28-FEB-23,31-DEC-49,"Yes",,,"","",1,Day,10,,1,,,,="",,,,3000000,121,,,,"","1","1","",10900147,28-FEB-23,31-DEC-49,,1,59400,89900,,,,,,
"147-MOONLIGHT",="01294167","Active",1,1,="0129416711","KBM - AO SAT NACH - M","D0580147",="3005947","CONG TY TNHH MTV KIM BINH MINH","02-HOME LINE","0240-HOME IMPROVEMENT","024080-PET","02408005-CLOTHES","0240800504-TANKTOPS","","",,"No","Yes","Yes",="8935347900015",30-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,10,,1,,,,="",,,,2000000,121,,,,"","1","1","",10900147,30-SEP-23,31-DEC-49,,1,25000,59000,,,,,,
"147-MOONLIGHT",="00393515","Active",1,1,="0039351511","O CAM 4 LO 2 CHAU-5M","D0140147",="3000444","CONG TY CO PHAN TAP DOAN DIEN QUANG","02-HOME LINE","0240-HOME IMPROVEMENT","024040-ELECTRIC & LIGHTING","02404002-SOCKET","0240400202-EXTENSION CORD","","",0,"No","Yes","Yes",="8934578060635",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,50000000,121,"","41","20","",20500147,13-DEC-23,26-DEC-23,80000,1,80000,143000,,,99000,,0,0
"147-MOONLIGHT",="00968186","Active",1,1,="0096818611","25*35CM-500GR TUI TP STAHAUS THSH","A1790147",="3004087","CONG TY CO PHAN STAVIAN PHAN PHOI","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101005-FOOD PACKAGE","0210100503-PLASTIC BAG","","",0,"No","Yes","Yes",="8936110570114",14-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,,,"","41","15","",10900147,09-JUL-23,31-DEC-49,33285.59,2,23940,50000,,,,,0,0
"147-MOONLIGHT",="01264395","Active",1,1,="0126439511","MK-KHAN MAT FK25 XANH 34X80CM 102G","B0500147",="3005133","CTY TNHH SX TM DV MK","02-HOME LINE","0220-HOME FURNISHING","022020-BATHROOM","02202001-TOWELS","0220200101-LOT OF TOWELS","","",,"No","Yes","Yes",="8936204511191",15-FEB-23,31-DEC-49,"Yes",,,"","",1,Day,10,,1,,,,="",,,,3000000,121,,,,"","1","1","",20500147,13-DEC-23,25-DEC-23,,1,40800,,,,49000,,,
"147-MOONLIGHT",="00194932","Active",32,32,="001949323232","HG CAI XANH NON","D0060147",="1001096","CTY TNHH GIONG CAY TRONG PHU NONG","02-HOME LINE","0240-HOME IMPROVEMENT","024030-GARDENING","02403001-SEED","0240300102-VEGETABLE","","",18,"Yes","Yes","Yes",="8936063132926",18-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,1000000,121,,50000000,121,"","1","1","",10900147,17-AUG-23,31-DEC-49,6500,32,6500,9900,,,,3,52,117000
"147-MOONLIGHT",="00200843","Active",1,1,="0020084311","LO 3 TUI RAC MAU 55*65CM","C0340147",="1150127","DNTN KHANH MY","02-HOME LINE","0210-HOUSEWARE","021030-CLEANING","02103002-WASTE CLEANING","0210300201-GARBAGE BAG","","",31,"Yes","Yes","Yes",="8936041204546",22-APR-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","1","1","",10900147,08-JUL-23,31-DEC-49,43451,1,48279,74900,,,,2,91,1346981
"147-MOONLIGHT",="01267464","Active",1,1,="0126746411","72 DO CHOI XE O TO 553-1","C0020147",="2050598","CO SO BUI DUC BAC","02-HOME LINE","0230-LEISURE","023010-TOYS","02301002-BOY'S TOYS","0230100202-RECHARGEABLE BAT OPERATE CAR","","",,"No","Yes","Yes",="8935094839064",17-MAR-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","5","",10900147,17-MAR-23,31-DEC-49,,1,110000,199000,,,,,,
"147-MOONLIGHT",="00221527","Active",0,0,="0022152700","VI 3 BUT CHI KHUC PC-09","E0240147",="2050010","CTY TNHH TMDV THIEN LONG HOAN CAU","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502001-WRITING MATERIAL","0250200102-PENCIL & PENCIL ACC","","",,"No","Yes","Yes",="8935001821069",08-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,08-AUG-23,31-DEC-49,,0,8550,13900,,,,,,
"147-MOONLIGHT",="01265726","Active",1,1,="0126572611","BO XUNG HAP 2 NGAN-YOKO","A8340147",="3004605","CTY CP NHUA TAN PHU","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101001-COOKWARE","0210100113-STEAMER POT","","",,"No","Yes","No",="8935275211481",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Week,6,,1,,,,="",,,,5000000,121,,,,"","41","1","",,,,,1,167440,,,,,,,
"147-MOONLIGHT",="01270243","Active",1,1,="0127024311","TV-BO 6 LY THAP TT DELI BLUE/PURPLE FLOWER 270ML","A1960147",="3006057","CTY TNHH KINH DOANH TONG HOP 3N","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102002-DRINKING WARE","0210200203-WATER GLASS","","",,"No","Yes","Yes",="8935324401290",16-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,10,,1,,,,="",,,,2000000,121,,,,"","41","6","",10900147,16-AUG-23,31-DEC-49,,1,91636,169000,,,,,,
"147-MOONLIGHT",="01405555","Active",1,1,="0140555511","SET TRANG TRI 65457/3G","C0520147",="3004554","CTY TNHH DT VA PT TAN DINH HAO","02-HOME LINE","0230-LEISURE","023060-SEASONAL","02306003-CHRISTMAS","0230600302-CHRISTMAS DECORATION","","SEASONAL;",,"No","Yes","Yes",="8935293623334",02-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,2000000,121,,,,"","1","1","",20500147,15-DEC-23,26-DEC-23,,1,31500,54900,,,35000,,,
"147-MOONLIGHT",="00965339","Active",1,1,="0096533911","KHAU TRANG AA MAU XANH (HOP 40 CAI) 3 LOP","D0380147",="3002948","CTY TNHH TM TRANG TB Y TE ANH ANH","02-HOME LINE","0240-HOME IMPROVEMENT","024010-CAR & MOTOBIKE ACC","02401010-MOTOBIKE ACC","0240101004-OTHER ACC","","",9,"Yes","Yes","Yes",="8938506742938",20-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,1500000,121,,50000000,121,"","1","1","",20500147,13-DEC-23,26-DEC-23,26250,1,35000,55000,,,39000,1,148,236250
"147-MOONLIGHT",="00760609","Active",1,1,="0076060911","KEO VAN PHONG 8 INCH FO-SC03","E0240147",="2050010","CTY TNHH TMDV THIEN LONG HOAN CAU","02-HOME LINE","0250-CULTURE","025020-STATIONERY","02502006-OFFICE SUPPLY","0250200611-OFFICE ACCESSORIES","","",,"No","Yes","Yes",="8935219480102",08-AUG-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,100000000,121,"","1","1","",10900147,08-AUG-23,31-DEC-49,,1,16380,27900,,,,,,
"147-MOONLIGHT",="01412437","Active",1,1,="0141243711","CHERRY-DIA TUONG SU XUONG HOA BUOM 4"" (10CM)","B0480147",="3004959","CTY TNHH MTV XNK TM DV HUNG THUY","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102001-DISHWARE","0210200102-GLASS PLATE","","",,"No","Yes","Yes",="8935282802764",06-DEC-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","40","",10900147,06-DEC-23,31-DEC-49,,1,23100,39000,,,,,,
"147-MOONLIGHT",="01405538","Active",1,1,="0140553811","LAFONTE-BO COC & TO SU ONG GIA NOEL-011914","A0080147",="1000730","CTY DONG DUONG SAI GON","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102002-DRINKING WARE","0210200218-PORCELAIN MUG","","",,"No","Yes","Yes",="8936059011914",26-OCT-23,27-DEC-23,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,,,"","41","16","",20500147,16-DEC-23,31-DEC-23,,1,64200,120000,,,69000,,,
"147-MOONLIGHT",="00975199","Active",1,1,="0097519911","O CAM DQ ECO ESK 2WR 5ECO 2A 3L2C2L3C2M2USB-TR DO","D0140147",="3000444","CONG TY CO PHAN TAP DOAN DIEN QUANG","02-HOME LINE","0240-HOME IMPROVEMENT","024040-ELECTRIC & LIGHTING","02404002-SOCKET","0240400202-EXTENSION CORD","","",0,"No","Yes","Yes",="8934578060871",20-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,50000000,121,"","1","1","",20300147,13-DEC-23,26-DEC-23,166400,1,166400,270000,,169000,,,0,0
"147-MOONLIGHT",="01282032","Active",1,1,="0128203211","BF-C-NOI CD 20CM SENSATIONS TEFAL D.TU","A1930147",="3005940","CTY CO PHAN GROUPE SEB VIET NAM","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101001-COOKWARE","0210100102-ALUMINUM POT","","",,"No","Yes","Yes",="3168430289819",01-JUN-23,31-DEC-49,"Yes",,,"","",1,Day,10,,1,,,,="",,,,5000000,121,,,,"","1","1","",10900147,01-JUN-23,31-DEC-49,,1,389455,599000,,,,,,
"147-MOONLIGHT",="01025373","Active",1,1,="0102537311","P-BX-NIA AN LON AN LUXURY","A0260147",="3000364","CONG TY TNHH MTV SX TM DV BEP XINH","02-HOME LINE","0210-HOUSEWARE","021020-TABLEWARES","02102003-CUTLERY - TABLEWARE ACC","0210200304-FORK","","",,"No","Yes","Yes",="8935252302898",27-APR-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,3000000,121,,50000000,121,"","41","10","",10900147,06-MAY-22,31-DEC-49,,2,89360,149900,,,,,,
"147-MOONLIGHT",="00771086","Active",1,1,="0077108611","CAY VAT CONG NGHIEP B01 MEGAHOME","A1520147",="3001391","CONG TY TNHH MEGAHOME","02-HOME LINE","0210-HOUSEWARE","021030-CLEANING","02103001-HOUSE CLEANING","0210300103-CLEANING MOP ACC","","",20,"Yes","Yes","Yes",="8938511330243",11-MAY-22,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,7000000,121,,200000000,121,"","41","20","",20500147,14-DEC-23,26-DEC-23,90000,1,95000,150000,,,119000,,165,1800000
"147-MOONLIGHT",="00401910","Active",1,1,="0040191011","RO TRON LON TL967 - 32CM","A1210147",="1450271","CTY TNHH NHUA TU LAP","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101002-KITCHEN STORAGE","0210100205-PLASTIC BASKET","","",,"No","Yes","Yes",="8936039271895",27-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,9,,1,,,,="",,,,3000000,121,,50000000,121,"","41","1","",10909200,29-JUL-23,31-DEC-49,,1,12600,18000,,,,,,
"147-MOONLIGHT",="00393993","Active",1,1,="0039399311","AO MUA DA DUNG 0.06","D0180147",="1850015","CTY TNHH SX TM RANG DONG","02-HOME LINE","0240-HOME IMPROVEMENT","024010-CAR & MOTOBIKE ACC","02401010-MOTOBIKE ACC","0240101003-RAIN COAT","","",0,"No","Yes","Yes",="8935050000545",16-JUN-23,31-DEC-49,"Yes",,,"","",1,Day,8,,1,,,,="",,,,1000000,121,,50000000,121,"","1","1","",10900147,26-JUL-23,31-DEC-49,15455,1,15455,23900,,,,,0,0
"147-MOONLIGHT",="01250878","Active",1,1,="0125087811","STI26M CHAO INOX 3 LOP ULTRA TITANIUM SUNHOUSE","A0130147",="1429085","CTY CO PHAN TAP DOAN SUNHOUSE","02-HOME LINE","0210-HOUSEWARE","021010-KITCHEN","02101001-COOKWARE","0210100105-FRYING PAN","","",,"No","Yes","No",="8935259815827",30-NOV-23,31-DEC-49,"Yes",,,"","",1,Day,5,,1,,,,="",,,,5000000,121,,,,"","41","6","",,,,,1,668000,,,,,,,
"147-MOONLIGHT",="01380690","Active",1,1,="0138069011","TM-CO TOILET DAU TRON TZJ6992","B0580147",="3006080","CTY TNHH SX GIA DUNG TUYET MAI","02-HOME LINE","0210-HOUSEWARE","021030-CLEANING","02103001-HOUSE CLEANING","0210300106-TOILET BRUSH","","",,"No","Yes","Yes",="6971067569929",16-SEP-23,31-DEC-49,"Yes",,,"","",1,Day,7,,1,,,,="",,,,3000000,121,,,,"","41","16","",20500147,14-DEC-23,26-DEC-23,,1,24800,39900,,,35000,,,
